company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
Macy's,"['701 State Street', ' Santa Barbara', ', CA', ' 93101']",96,3/6/17,No,,Santa Barbara County                              ,1/6/17,Closure,Employer did not State,No,"{'Asset Protection Detective': 2, 'AST Associate': 3, 'Base Plus Commission': 1, 'Base Plus Commission POS': 2, 'Big Ticket Non DVC POS': 2, 'Cosmetic Business Leader': 1, 'Cosmetic Counter Manager T1': 1, 'Cosmetic Counter Manager T3': 1, 'Cosmetic Flex Associate': 3, 'Cosmetic Sales Tier 1': 2, 'Cosmetic Sales Tier 2': 1, 'Draw Commission FLSA': 3, 'Draw Commission FLSA POS': 1, 'Executive LOA Replacement 1': 3, 'Executive LOA Replacement 2': 1, 'Executive LOA Replacement 3': 1, 'Fine Jewelry Clerical': 1, 'Fine Jewelry Sales': 2, 'Flex Associate Hourly': 9, 'Floor Leader': 3, 'Fragrance Sales': 1, 'Fragrance Sales POS': 1, 'Gift Registry Advisor': 1, 'Holiday Service Ambassador': 2, 'Holiday/Temp Sales': 2, 'Human Resources Manager': 1, 'Jewelry Business Manager': 1, 'Jewelry Lead': 1, 'Meal and break Associate': 1, 'Merchandise Team Mgr-Exempt': 1, 'Merchandising Flex Associate': 3, ""My Macy's Specialist"": 4, ""My Macy's Specialist Base Plus"": 1, 'Pricing Team Lead': 1, 'Receiving Flex Associate': 3, 'Receiving Team Mgr-Hrly Exec': 1, 'Sales Level 1': 14, 'Sales Level 1 POS': 5, 'Sales Manager 1': 1, 'Signing Team Lead': 1, 'Support Team Lead': 2, 'Vendor Specialist': 2, 'Visual Lead': 1, 'VnPd Merchandise Handler': 1, 'VP - Store Manager': 1, None: None}",3/16/20
New-Indy TriPAQ LLC,"['16069 Shoemaker Ave.', ' Cerritos', ', CA', ' 90703']",12,6/23/17,No,,SELACO Workforce Investment Board                 ,5/2/17,Layoff,Employer did not State,No,"{'Bobst Assistant Operator': 1, 'Client Service Manager': 1, 'Creative Design Manager': 1, 'Customer Service Reps': 2, 'Designer': 2, 'Driver': 2, 'Human Resource Manager': 1, 'Plant Supervisor': 1, 'Sample Maker': 1, None: None}",3/16/20
Parker Hannifin Corporation,"['3400 Finch Rd', ' Modesto', ', CA', ' 95354']",362,8/21/17,Employer did not State,,"Stanislaus County, Department of Employment and Tr",6/27/17,Closure,Employer did not State,Employer did not State,"{'Accountant': 2, 'Accountant II': 1, 'Accountant III': 1, 'Accounting Manager': 1, 'Asn Clerk': 1, 'Assembly A': 35, 'Assembly B': 73, 'Assembly/Shipping Manager': 1, 'Assoc Eng': 1, 'Buyer': 1, 'Buyer I': 1, 'Buyer II': 2, 'Buyer III': 1, 'Cnc Operator': 1, 'Cont Improve Project Mgr': 1, 'Credit & Collect Proc Improv': 1, 'Data Collector I': 6, 'Data Collector II': 1, 'Design Drafter': 1, 'Div Hr Mgr': 1, 'Division Sourcing & Procuremen': 1, 'Electrician II': 2, 'Eng II': 1, 'Eng Specialist III': 1, 'Engineer I': 1, 'Engineer II': 2, 'Engineer III': 1, 'Engineering Intern': 1, 'Facilities Supv': 1, 'Facility Ehs Specl': 1, 'Factory Maintenance I': 3, 'Factory Maintenance II': 2, 'Factory Maintenance III': 1, 'Hr Adm': 1, 'Hr Mgr': 1, 'Inventory Clerk': 3, 'IT Project Leader': 1, 'IT Tech Support': 3, 'Janitor': 1, 'Janitor I': 2, 'Janitor II': 1, 'Label Clerk': 1, 'Lean Leader Plant': 1, 'Machinist': 1, 'Manufacturing Engineering': 1, 'Manufacturing Engineering Tech': 3, 'Master Mechanic': 5, 'Material Mgr': 1, 'Mechanic A': 9, 'Mechanic B': 3, None: None}",3/16/20
Nestle,"['800 N. Brand Boulevard', ' Glendale', ', CA', ' 91203']",498,8/11/17,No,,"Verdugo Workforce Investment Board, Community Deve",11/6/17,Closure,Employer did not State,No,"{'Administrative Support Corp California': 1, 'Analyst Business Intelligence': 1, 'Analyst Customer Supply Chain': 1, 'Analyst Financial': 1, 'Analyst Market Intelligence': 1, 'Analyst Sales Business': 1, 'Analyst Systems': 1, 'Business Analyst': 1, 'Business Process Excellence Lead': 1, 'Chief Strategy Officer': 1, 'Consultant Compensation': 1, 'Coordinator Dept.': 1, 'Coordinator Marketing': 1, 'Coordinator Project': 1, 'Director Finance': 1, 'Director Marketing': 1, 'Director Training and Learning': 1, 'Manager Advertising': 1, 'Manager Cash Management': 1, 'Manager Category Account': 1, 'Manager Communications': 1, 'Manager Division/Brand Affairs': 1, 'Manager Finance': 1, 'Manager Finance(Field)': 1, 'Manager HR Operations': 1, 'Manager IS Development': 1, 'Manager Market Intelligence': 1, 'Manager Marketing': 1, 'Manager Organization Development': 1, 'Manager Packaging Communication': 1, 'Planner Demand': 1, 'Planner Supply': 1, 'Project Manager - HR': 1, 'Project Manager Sr TAG': 1, 'Regional Leader - Human Resources': 1, 'Specialist Packaging': 1, 'Specialist, Sls Reporting Cust Mstr Data': 1, 'Strategist Shopper Development': 1, None: None}",3/16/20
Mars Food North America,"['2001 East Cashdan Street', ' Rancho Dominguez', ', CA', ' 90220']",63,8/31/17,No,,Los Angeles County WDACS                                                        ,6/2/17,Closure,Employer did not State,No,"{'EDNP': 63, None: None}",3/16/20
"Moran Foods, LLC d/b/a Save-A-Lot, Ltd.","['7220 S. Vermont Ave.', ' Los Angeles', ', CA', ' 90044']",18,2/9/17,No,,Los Angeles County WDACS                                                        ,1/19/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Rideout Health Group,"['225 Colfax Ave.', ' Grass Valley', ', CA', ' 95945']",5,6/30/17,No,,NoRTEC Governing Board                            ,4/7/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Rideout Health Group,"['370 Del Norte Ave.', ' Yuba City', ', CA', ' 95991']",1,5/15/17,No,,North Central Counties Consortium                 ,4/7/17,Layoff,Employer did not State,No,"{'Clerical Associate I': 1, 'LVN': 1, 'Medical Assistant': 1, 'Medical Assistants': 2, None: None}",3/16/20
Motorola Mobility LLC,"['3325 Scott Blvd', ' Santa Clara', ', CA', ' 95054']",9,12/2/16,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",9/28/16,Layoff,Yes,No,"{'EDNP': 9, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['5488 Marvell Ln', ' Santa Clara', ', CA', ' 95054']",2,7/17/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",5/22/17,Layoff,Employer did not State,No,"{'Senior Professional Senior Manager': 1, 'Senior Staff Engineer Manager': 1, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['5488 Marvell Ln', ' Santa Clara', ', CA', ' 95054']",12,6/9/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",4/7/17,Layoff,Employer did not State,No,"{'Principal Engineer': 2, 'Principal Specialist': 1, 'Senior Engineer': 2, 'Senior Staff Engineer': 4, 'Senior Staff Engineer Director': 1, 'Staff Engineer': 2, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['5488 Marvell Ln', ' Santa Clara', ', CA', ' 95054']",29,5/1/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",3/1/17,Layoff,Employer did not State,No,"{'Principal Engineer Director': 1, 'Principal Engineer Senior Manager': 1, 'Principal Engineer Staff Manager': 1, 'Principal Professional Senior Director': 1, 'Senior Engineer': 6, 'Senior Professional': 5, 'Senior Staff Engineer': 1, 'Senior Staff Engineer Director': 1, 'Senior Staff Engineer Senior Manager': 1, 'Senior Staff Engineer Staff Manager': 1, 'Senior Staff Professional Director': 1, 'Senior Staff Professional Senior Manager': 1, 'Staff Engineer': 2, 'Staff Manager': 1, 'Staff Professional': 2, 'Staff Professional Supervisor / Lead': 1, 'Staff Sales Staff Sales Manager': 1, 'Staff Specialist': 1, None: None}",3/16/20
Medtronic,"['275 Gibraltar Drive, Suite 200', ' Sunnyvale', ', CA', ' 94089']",17,6/30/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",3/7/17,Closure,Employer did not State,No,"{'Assembler III': 4, 'Inspector III': 2, 'Manufacturing Director': 1, 'Production Group Lead V': 4, 'Program Manager': 1, 'Project Coordinator IV': 1, 'Senior Accountant': 1, 'Senior Engineering Manager': 1, 'Senior Supply Chain Manager': 1, 'Ship/Rec/Stores Clerk I': 1, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['30 Enterprise #200', ' Aliso Viejo', ', CA', ' 92656']",1,5/1/17,No,,"Orange County Community Services Agency, Special P",3/1/17,Layoff,Employer did not State,No,"{'Senior Professional': 1, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['30 Enterprise #200', ' Aliso Viejo', ', CA', ' 92656']",1,7/17/17,No,,"Orange County Community Services Agency, Special P",5/22/17,Layoff,Employer did not State,No,"{'Staff Manager': 1, None: None}",3/16/20
"Owens & Minor Distribution, Inc.","['5125 Ontario Mills Parkway', ' Ontario', ', CA', ' 91764']",87,8/27/16,No,,"San Bernardino County, Jobs and Employment Service",7/6/16,Layoff,Employer did not State,No,"{'Custodial Maintenance Technician': 1, 'Customer Service Representative': 3, 'Driver': 4, 'Inventory Control Coordinator': 3, 'Purchasing Analyst': 1, 'Replen Coordinator': 1, 'Temporary Workers': 18, 'Training and Safety Coordinator': 1, 'Warehouse Coordinator': 55, None: None}",3/16/20
"McLane/Suneast, Inc. d/b/a McLane Southern California","['4472 Georgia Blvd', ' San Bernardino', ', CA', ' 92407']",86,5/12/17,No,,"San Bernardino County, Jobs and Employment Service",3/15/17,Layoff,Employer did not State,No,"{'Drivers/Yardspotters': 14, 'Warehouse Non Exempt Teammates': 67, 'Warehouse Transportation Clerks': 2, 'Warehouse/Transportation Exempt Teammates': 3, None: None}",3/16/20
"Rockwell Collins, Inc.","['12365 First American Way', ' Poway', ', CA', ' 92064']",10,9/30/16,No,,"San Diego Workforce Partnership, Inc.             ",7/21/16,Closure,Employer did not State,No,"{'Logistics Analyst': 1, 'Sr Aviation Database Specialist': 1, 'Sr Engineering Project Assistant': 1, 'Sr Facilities Technician': 1, 'Sr Manager, Engineering': 1, 'Sr Security Specialist': 1, 'Sr Software Engineer': 1, 'Sr Systems Engineer': 2, None: None}",3/16/20
"Owens & Minor Distribution, Inc.","['18520 Stanford Road', ' Tracy', ', CA', ' 95377']",102,8/27/16,No,,San Joaquin County Employment and Economic Develop,7/6/16,Layoff,Employer did not State,No,"{'Driver': 4, 'Inventory Control Coordinator': 1, 'Purchasing Analyst': 1, 'Temporary Workers': 34, 'Warehouse Coordinator': 61, 'Warehouse Specialist': 1, None: None}",3/16/20
NCR Corporation,"['5601 Lindero Canyon Rd.', ' Westlake Village', ', CA', ' 91362']",76,6/30/17,Employer did not State,,"Workforce Investment Board, Ventura County Human S",5/2/17,Layoff,Employer did not State,Employer did not State,"{'SW - Support - DI - Care': 29, 'SW - Support - DI - Tech Support': 27, 'SW - Support - DI Delivery - AIM': 1, 'SW - Support - DI Delivery - Migrations': 2, 'SW - Support - DI Delivery - Product Onboarding': 1, 'SW - Support - DI Delivery - PS': 14, 'SW - Support - DI Delivery - Tools': 2, None: None}",3/16/20
"Penske Vehicle Services, Inc.","['30930 Russell Ranch Rd.', ' Westlake Village', ', CA', ' 91362']",5,4/1/17,No,,"Workforce Investment Board, Ventura County Human S",1/31/17,Closure,Employer did not State,No,"{'Coordinator GM Marketing CA': 3, 'Manager GM Marketing CA': 1, 'Porter GM Marketing CA': 1, None: None}",3/16/20
"Mastec North America, Inc.","['31069 Genstar Road', ' Hayward', ', CA', ' 94544']",109,6/5/17,No,,Alameda County Workforce Development Board                                      ,4/7/17,Closure,Employer did not State,No,"{'ADV_Analyst, Financial': 1, 'ADV_Coordinator, Field Resource': 3, 'ADV_Lead Field Technician': 1, 'ADV_Manager, Warehouse': 1, 'ADV_Supervisor, Field Tech': 3, 'ADV_Supervisor, Learning': 1, 'ADV_Technician': 96, 'ADV_Warehouse Personnel': 3, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['24300 Clawiter Road', ' Hayward', ', CA', ' 94545']",1,3/18/17,No,,Alameda County Workforce Development Board                                      ,1/12/17,Layoff,Yes,No,"{'Distribution Operations Analyst, Senior': 1, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['678 B St.', ' Union City', ', CA', ' 94587']",22,6/8/17,No,,Alameda County Workforce Development Board                                      ,4/6/17,Closure,Employer did not State,No,"{'21st Century Program Director': 1, '21st Century Program Leader': 9, 'Custodian': 1, 'Principal': 1, 'Secretary': 1, 'Teacher': 8, ""Teacher's Aide"": 1, None: None}",3/16/20
MedRisk,"['5016 Parkway Calabasas', ' Calabasas', ', CA', ' 91302']",4,10/15/16,No,,Los Angeles County WDACS                                                        ,8/15/16,Closure,Employer did not State,No,"{'Customer Advocate, Level I': 1, 'Customer Advocate, Level II': 1, 'Customer Service Professional (CSP, Level I': 1, 'Senior Customer Service Professional': 1, None: None}",3/16/20
Rideout Health Group,"['1215 Plumas St.', ' Yuba City', ', CA', ' 95991']",3,5/15/17,No,,North Central Counties Consortium                 ,4/7/17,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['5488 Marvell Ln', ' Santa Clara', ', CA', ' 95054']",4,8/7/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",6/9/17,Layoff,Employer did not State,No,"{'Principal Professional_Senior Director': 1, 'Senior Staff Engineer_Director': 1, 'Senior Staff Professional_Senior Manager': 1, 'Staff Professional': 1, None: None}",3/16/20
"Oakley, Inc.","['25530 Commercentre', ' Lake Forest', ', CA', ' 92630']",106,10/3/16,No,,"Orange County Community Services Agency, Special P",7/28/16,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
QLogic Corporation,"['26650 Aliso Viejo Pkwy', ' Aliso Viejo', ', CA', ' 92656']",69,10/17/16,No,,"Orange County Community Services Agency, Special P",8/18/16,Layoff,Employer did not State,No,"{'EDNP': 69, None: None}",3/16/20
Pacific Life Insurance Company,"['800 Newport Center Drive', ' Newport Beach', ', CA', ' 92660']",2,3/20/17,No,,"Orange County Community Services Agency, Special P",1/19/17,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
"Rockwell Collins, Inc.","['1733 Alton Parkway', ' Irvine', ', CA', ' 92606']",1,6/23/17,No,,"Orange County Community Services Agency, Special P",4/20/17,Layoff,Employer did not State,No,"{'Filter Quality Associate 3': 1, None: None}",3/16/20
Randstad General Partner (US) LLC,"['2530 Zanker Ave.', ' San Jose', ', CA', ' 95131']",30,6/7/17,No,,"San Jose Silicon Valley, Workforce Investment Netw",4/13/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
"Rincon Pacific, LLC","['Central Avenue and Santa Clara Avenue', ' Oxnard', ', CA', ' 93036']",79,7/15/16,No,,"Workforce Investment Board, Ventura County Human S",7/20/16,Layoff,Employer did not State,No,"{'Crew Boss': 2, 'Cultural Practices/Maintenance': 25, 'Harvesting': 48, 'Irrigator': 2, 'Puncher': 1, 'Transportation': 1, None: None}",3/16/20
Pacific Gas and Electric Company (PG&E),"['42100 Boyce Road', ' Fremont', ', CA', ' 94538']",1,3/18/17,Employer did not State,,Alameda County Workforce Development Board                                      ,1/12/17,Layoff,Yes,Employer did not State,"{'': None, None: None}",3/16/20
"McLane/Suneast, Inc. d/b/a McLane Pacific","['3876 E. Childs Ave.', ' Merced', ', CA', ' 95340']",56,9/12/16,No,,Merced County Department of Workforce Investment  ,7/11/16,Layoff,Employer did not State,No,"{'Customer Service': 3, 'Driver': 14, 'Warehouse': 39, None: None}",3/16/20
Rideout Health Group,"['402 S Auburn St.', ' Grass Valley', ', CA', ' 95945']",7,6/30/17,No,,NoRTEC Governing Board                            ,4/7/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Rideout Health Group,"['1007 Live Oak Blvd.', ' Yuba City', ', CA', ' 95991']",2,5/15/17,No,,North Central Counties Consortium                 ,4/7/17,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['675 41st St.', '1630 10th Street', 'Oakland', ', CA', ' 94609']",28,6/2/17,No,,City of Oakland Community and Economic Development,4/6/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['30 Enterprise #200', ' Aliso Viejo', ', CA', ' 92656']",1,7/10/17,No,,"Orange County Community Services Agency, Special P",5/12/17,Layoff,Employer did not State,No,"{'Staff Engineer': 1, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['320 San Carlos Ave.', ' El Cerrito', ', CA', ' 94530']",15,6/15/17,No,,Contra Costa County Workforce Development Board   ,4/6/17,Closure,Employer did not State,No,"{'Extended Care': 1, 'Extended Care Director': 1, 'Instructional Assistant': 1, 'Office Manager': 1, 'Principal': 1, 'Teacher': 10, None: None}",3/16/20
Motorola Mobility LLC,"['1000 Enterprise Way', ' Sunnyvale', ', CA', ' 94089']",58,12/2/16,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",9/28/16,Closure,Yes,No,"{'EDNP': 58, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['3695 High Street', ' Oakland', ', CA', ' 94619']",22,6/2/17,No,,City of Oakland Community and Economic Development,4/6/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
"ProPortion Foods, LLC","['4020 Compton Avenue', ' Los Angeles', ', CA', ' 90011']",70,6/1/17,No,,City of Los Angeles                               ,3/30/17,Closure,Employer did not State,No,"{'EDNP': 70, None: None}",3/16/20
"Marvell Semiconductor, Inc.","['5488 Marvell Ln', ' Santa Clara', ', CA', ' 95054']",1,6/19/17,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",4/20/17,Layoff,Employer did not State,No,"{'Associate Vice President': 1, None: None}",3/16/20
Nasty Gal Inc.,"['8115 Melrose Ave', ' Los Angeles', ', CA', ' 90046']",13,2/20/17,No,,City of Los Angeles                               ,2/13/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Rideout Health Group,"['614 J Street', ' Marysville', ', CA', ' 95901']",8,5/15/17,No,,North Central Counties Consortium                 ,4/7/17,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
"Pandora Media, Inc.","['2100 Franklin Street, Suite 700', ' Oakland', ', CA', ' 94612']",91,1/13/17,No,,City of Oakland Community and Economic Development,1/13/17,Layoff,Employer did not State,No,"{'EDNP': 91, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['1516 33rd Ave.', ' Oakland', ', CA', ' 94601']",27,5/31/17,No,,City of Oakland Community and Economic Development,4/6/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Roman Catholic Welfare Corporation,"['2634 Pleasant St.', ' Oakland', ', CA', ' 94602']",12,6/15/17,No,,City of Oakland Community and Economic Development,4/6/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
Pacific Life Insurance Company,"['840 Newport Center Drive', ' Newport Beach', ', CA', ' 92660']",4,3/20/17,No,,"Orange County Community Services Agency, Special P",1/19/17,Layoff,Employer did not State,No,"{'': None, None: None}",3/16/20
"Quantum Health, Inc. d/b/a Promise Hospital of San Diego","['5550 University Avenue', ' San Diego', ', CA', ' 92105']",257,4/30/17,No,,"San Diego Workforce Partnership, Inc.             ",3/1/17,Closure,Employer did not State,No,"{'EDNP': 257, None: None}",3/16/20
"Moran Foods, LLC d/b/a Save-A-Lot, Ltd.","['8601 Hooper Ave.', ' Los Angeles', ', CA', ' 90002']",17,2/9/17,No,,Los Angeles County WDACS                                                        ,1/19/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
"Rockwell Collins, Inc.","['12365 First American Way', ' Poway', ', CA', ' 92064']",1,9/2/16,No,,"San Diego Workforce Partnership, Inc.             ",7/7/16,Closure,Employer did not State,No,"{'Sr Software Engineer': 1, None: None}",3/16/20
Randstad General Partner (US) LLC,"['1185 Campbell Ave.', ' San Jose', ', CA', ' 95126']",30,6/7/17,No,,"San Jose Silicon Valley, Workforce Investment Netw",4/13/17,Closure,Employer did not State,No,"{'': None, None: None}",3/16/20
"Morton Salt, Inc.","['7380 Morton Avenue', ' Newark', ', CA', ' 94560']",70,12/7/16,Yes,"International Association of Machinists and Aeropsace Workers, District Lodge 190
8130 Baldwin Street
Oakland, CA, 94621International Brotherhood of Teamsters, Local 853
2100 Merced Street
San Leandro, CA, 94577",Alameda County Workforce Development Board                                      ,8/17/16,Closure,Employer did not State,Yes,"{'Auto Sacker': 1, 'Bag Room Clerk': 1, 'Brine Maker': 1, 'C/L Utility': 3, 'Can Line Mech.': 1, 'Can Line Oper.': 1, 'Electrician': 1, 'Forklift / W/F': 2, 'Forklift Driver': 2, 'Forklift Oper.': 3, 'Laborer': 14, 'Laborer/Safety Clrk': 1, 'Maint. Mech': 7, 'Maint. Supv.': 1, 'Manual Sacker': 2, 'Mill Supt.': 2, 'Miller': 4, 'Night Supv.': 1, 'Office Coord.': 1, 'Oiler': 1, 'P/H Oper.': 4, 'Pellet Sacker': 1, 'Plant Engineer': 1, 'Plant Manager': 1, 'Production Supv.': 1, 'Project Engineer': 1, 'Pwr & Prod Supt': 1, 'Q.C. Manager': 1, 'QC Lab Tech': 2, 'Relief P/H Oper.': 4, 'Shredder Baler': 1, 'Sr. Lab Tech': 1, 'Store Room Clrk': 1, None: None}",3/16/20
NPL Construction Co.,"['32900 Alvarado-Niles Road, Suite 150', ' Union City', ', CA', ' 94587']",106,12/3/16,No,"Laborers Union District Council (R4)
4780 Chabot Drive, Suite 200
Pleasanton, CA, 94588Operating Engineers Local 3 (R3)
2540 N. Watney Way
Fairfield, CA, 94533United Association Local 342 (R1 and R6)
935 Detroit Ave.
Concord, CA, 94518",Alameda County Workforce Development Board                                      ,10/5/16,Closure,Employer did not State,No,"{'Administrator': 1, 'Area Manager': 1, 'Cement Masons and Concrete Finishers': 1, 'Customer Service Rep.': 1, 'Foreman': 10, 'Fuser': 13, 'General Foreman': 1, 'Laborer': 53, 'Office Manager': 1, 'Operator': 13, 'Plumber': 2, 'Quality Auditor': 1, 'Safety/Quality  Director': 1, 'Superintendent': 3, 'Traffic Control': 1, 'Truck Driver': 2, 'Welder': 1, None: None}",3/16/20
"Morton Salt, Inc.","['7380 Morton Avenue', ' Newark', ', CA', ' 94560']",70,4/3/17,No,"District Lodge 190, International Association of Machinists and Aerospace Workers
8130 Baldwin Street
Oakland, CA, 94621International Brotherhood of Teamsters, Local 853
2100 Merced Street
San Leandro, CA, 94577",Alameda County Workforce Development Board                                      ,1/13/17,Closure,Employer did not State,No,"{'Auto Sacker': 1, 'Bag Room Clerk': 1, 'Brine Maker': 1, 'C/L Utility': 3, 'Can Line Mech.': 1, 'Can Line Oper.': 1, 'Electrician': 1, 'Forklift / W/F': 2, 'Forklift Driver': 2, 'Forklift Oper.': 3, 'Laborer': 14, 'Laborer/Safety Clrk': 1, 'Maint. Mech': 7, 'Maint. Supv.': 1, 'Manual Sacker': 2, 'Mill Supt.': 2, 'Miller': 4, 'Nigh Supv.': 1, 'Office Coord.': 1, 'Oiler': 1, 'P/H Oper.': 4, 'Pellet Sacker': 1, 'Plant Engineer': 1, 'Plant Manager': 1, 'Production Supv.': 1, 'Project Engineer': 1, 'Pwr & Prod Supt': 1, 'Q.C. Manager': 1, 'QC Lab Tech': 2, 'Relief P/H Oper.': 4, 'Shredder Baler': 1, 'Sr. Lab Tech': 1, 'Store Room Clrk': 1, None: None}",3/16/20
"Paramedics Plus, LLC","['575 Marina Boulevard', ' San Leandro', ', CA', ' 94577']",465,4/30/17,Yes,"Machinists Automotive Trades, District Lodge No. 190
10260 MacArthur Blvd.
Oakland, CA, 94605SEIU/NAGE Local 510
159 Burgin Parkway
Quincy, MA, 02169",Alameda County Workforce Development Board                                      ,3/3/17,Closure,Employer did not State,Yes,"{'Chief Operating Officer': 1, 'Clinical Field Supervisor': 15, 'Clinical Service Support Staff': 3, 'Clinical Services Director': 1, 'Deployment Supervisor': 6, 'Director of Human Resources': 1, 'Director of Information Technology': 1, 'Emergency Medical Technician': 183, 'Fleet Manager': 1, 'Fleet Mechanic': 4, 'Fleet Utility Technician': 2, 'Human Resouces and Administrative Staff': 4, 'IT Support Staff': 2, 'Logistics - Deployment Coordinator': 4, 'Logistics - Vehicle Service Tech.': 23, 'Logistics Manager': 1, 'Operations Manager': 1, 'Paramedic': 208, 'Schedulers': 4, None: None}",3/16/20
Ralphs Grocery Company,"['4841 San Fernando Rd. West', ' Los Angeles', ', CA', ' 90039']",87,1/3/17,Employer did not State,"District Lodge 947 - I.A.M. Local 1186
535 W. Willow St.
Long Beach, CA, 90806Teamsters Local 495
225 N. Barranca St., 4th Floor
West Covina, CA, 91791Teamsters Local 630
750 S. Stanford Ave.
Los Angeles, CA, 90021Teamsters Local 848
731 E. Arrow Hwy.
Glendora, CA, 91740",City of Los Angeles                               ,10/18/16,Closure,Employer did not State,Employer did not State,"{'Garage/Auto Worker': 1, 'Garage/Foreman': 1, 'Garage/Mechanic': 1, 'Industrial Shop/Foreman': 1, 'Industrial Shop/Mechanic': 1, 'Logistics/HR Manager': 1, 'Logistics/Supervisor': 1, 'Logistics/Systems Coordinator': 1, 'Maint/Asst Chief Engineer': 1, 'Maint/Chief Engineer': 1, 'Maint/Jr Engineer': 2, 'Maintenance/Battery Handler': 2, 'Maintenance/Engineer': 1, 'Office/Grade 3': 1, 'Office/Grade 4': 2, 'Office/Grade 5': 2, 'Pallet Yard/Jack Operator': 1, 'Supply Chain/Manager': 1, 'Transportation/Driver': 1, 'Warehouse/Asst Manager': 1, 'Warehouse/Class 2': 21, 'Warehouse/Class 4': 28, 'Warehouse/Class 5': 5, 'Warehouse/Foreman': 3, 'Warehouse/Supervisor': 5, 'WHSE Admin/Admin Support': 1, None: None}",3/16/20
Memorial Health Services,"['2801 Atlantic Ave.', ' Long Beach', ', CA', ' 90806']",422,3/28/17,No,"California Nurses Association
225 West Broadway, Suite 500
Glendale, CA, 91204United Steelworkers Union, Local 2801
2669 Myrtle Ave, #111
Signal Hill, CA, 90755","City of Long Beach, Pac Gateway Innovation Network                              ",1/27/17,Layoff,Employer did not State,No,"{'Abstractor I': 2, 'Accounting Clerk, Sr': 1, 'Administrative Assistant I': 1, 'Administrative Secretary': 3, 'Administrative Specialist': 2, 'Applications Specialist Ill': 1, 'Care Associate': 61, 'Certified Occup TherapyAsst  II': 1, 'Chief Technologist (EKG)': 2, 'Child Life Specialist': 13, 'Clerk': 3, 'Clerk, Sr': 2, 'Clinical Pharmacist': 4, 'Construction Project Manager': 1, 'Coord, Client Services': 1, 'Coord, Foundation': 1, 'Coord, Management System': 1, 'Coord, Medical Staff': 5, 'Coord, Office': 1, 'Coord, Transition Program (GF)': 1, 'Coord,Community/EmplRelations': 1, 'Coord,HH Attend Care/Lifeline': 1, 'Coord,Palliative Care Program': 1, 'Coordinator, Occ Med': 1, 'Data Coord II': 4, 'Dir, Facilities': 1, 'Dir, Human Resources Ops': 1, 'Dir, Safety': 1, 'Dir. Finance & Accts Payable': 1, 'Director, Information Services': 1, 'Educator, Resource Management': 1, 'Exec Assistant I': 4, 'Exec Dir, Support Services': 1, 'Executive Assistant': 1, 'Financial Counselor, Patient': 3, 'FOA Team Leader': 4, 'Front Office Assistant': 1, 'Front Office Assistant (Eve)': 1, 'General Maintenance, A/B': 1, 'Health Coach': 4, 'House Supervisor': 4, 'Insurance Bill Clerk': 1, 'Interpreter': 7, 'Lead, Pharmacist': 1, 'LVN': 2, 'Manager, Human Resources': 1, 'Manager, Information Services': 1, 'Medical Assist (Ltd Rad Lie)': 4, 'Medical Staff Credntialg Coor': 1, 'Mgr, Central Supply': 1, None: None}",3/16/20
